clean_title,sentiment_from_rating
Noise on the right side,0
One side speaker stopped working,0
Price should more low,0
Nobody responds,0
No Mike,0
I want to replace,0
Stop working,0
Waste of money Worst Boat product,0
Material has changed comparing two bass heads CHEATING,0
itna ghatiya product aaj tak nahi dekha RS 80 ka product 350 me sell kar rahe hai,0
Poor quality,0
Return is closed within warranty period,0
Highly not recommended product and brand,0
Disappointing product,0
Sucks,0
Quality is not good,0
Quality seems to be poor,0
Pathetic Service,0
Absolute disappointment,0
Bad,0
Cheap quality,0
Cheap quality product,0
Vary bad sound quality And one site ear is not working,0
Faltu paisa barbaadi,0
Low quality sound,0
Waste of Money,0
Poor product poor customer service,0
Poor brand,0
Stopped working,0
Worthlesd,0
Wasted my money,0
This is Headset spoils my money,0
Worst product ever,0
Pathetic product,0
One side earphone stopped working,0
Regarding non working product,0
Waste,0
Worst product,0
Worked fine but then the left side of the earphone stopped functioning in a matter of 6 months,0
Not fit for phone calls,0
Build quality not good,0
Not happy,0
Stopped working within 20 days,0
Very bad not expected plz dnt buy from Amazon,0
Not so happy,0
Its Making other sounds when it connects any device Very wired,0
Worst product,0
Jitendra,0
Mic is not working,0
Worst product Do not buy,0
need to stop purchasing from Amazon,0
average quality high price,0
Do Not buy,0
It is not work properly,0
One side is not working,0
I suggest not to buy,0
I do not like this,0
This comment section is misleading,0
Refund,0
Not working,0
This is not good,0
Bad quality,0
Not good,0
I want to claim warranty,0
FAULTY 3 5 MM JACK,0
NOT SATISFIED,0
Not upto the mark,0
It ws good but the jack is very bad it just destroyed after 8 months after so much care wtf,0
Neutral product good for local daily use,0
Defects shown up within one year,0
The product was really bad,0
Nice,0
same set but different results,0
Very worst product,0
Low volume output,0
Worse Headphones,0
Worst,0
Defective,0
Experienced,0
Poor quality,0
Average,0
Do Not buy,0
Sound quality is poor,0
STOPPED WORKING,0
How to claim warrenty,0
Good,0
Not realiable even stop working after 3 months,0
Do not expect too much,0
THE WORST PRODUCT,0
Not recommended to buy,0
Not satisfied with Product,0
Sound quality,0
Okayish product,0
Fake product,0
Do not buy this not worthy,0
Worst Earphones,0
Bass not good,0
Average product,0
Crap,0
Plugs is small to insert in ear or handling,0
Very bad product,0
Low volume with ok sound quality,0
Uncomfortable,0
One side stopped working within 9 days,0
Very poor sound quality,0
good,0
Not satisfied,0
Fake product,0
Worst product,0
single button of no use,0
Too small,0
Unsatisfied,0
Just a sound from mobile through headset,0
Waste,0
Warranty A headache,0
Do not buy it,0
Wire of bad quality,0
Try not to buy this,0
Not good,0
Poor design,0
One of the side is not working after 1 month,0
Worst earphones,0
After using 7days review,0
Boat handfree,0
Bad Quality,0
Poor bass,0
Its a fake company do not buy this please,0
Bad quality Mike does not work stopped working in 20 days of its use,0
Not satisfied,0
Do not buy please Irritating earphones,0
Not satisfied with mic,0
Headphone quality is awful Need immediate intervention,0
No noise cancellation no extra bass not preferred,0
Useless,0
Waste of money,0
Poor quality,0
not worth,0
Poor Quality,0
Not a good product not recommended,0
Durability of product,0
Worst deliver service,0
Third class quality,0
head set not working,0
I have 1 year for my earphones,0
Getting damage after only one month use,0
Because of replacement issue,0
Not satisfied at all,0
Do not purchase from Amazon,0
Very bad,0
Worst Product,0
It stopped working,0
Do not Buy,0
Not so great,0
product has defect,0
do not buy this product,0
Stop working after 1 week,0
Bad quality product It was returned but refund not received till nowtill,0
Low quality,0
Poor Bass quality,0
Okey,0
Disappointed,0
Product and Warranty support,0
Pathetic,0
Cheap quality body,0
Worthless,0
Mic not working properly,0
Very bad quality provided,0
After using 1 month sound is unavailable for call,0
waste design in wearing,0
Qaulity,0
I expected longer life and durability,0
Stopped working within 3 months,0
Speakers got damaged,0
Worst product not working,0
Quality is not good,0
Worst quality product,0
Handsfree is not capable Dolby atoms,0
Average product with double price,0
Need new one requesting you to give me a new product as soon as possible,0
Boat support is a Scam,0
Unhappy about the earphones,0
Not good,0
I like it,0
Defective pouch,0
Disappointment,0
not good enough,0
Not the upto mark,0
Very worst product,0
Not good enough,0
Bass Heads NO BASS,0
Do not purchase,0
Stopped working after 3 months,0
Pathetic after sales service,0
Stereo Reversed,0
Worst support service from Boat,0
Very delicate wires,0
Poor quality product,0
not good but ok,0
Pathetic,0
Bad experience,0
Defective Product,0
Poor Quality,0
Got damaged product,0
It is a copy product I have decided not to buy any product,0
Average,0
Worst experience,0
Sound not ok,0
Worst boat headphone,0
Bad quality,0
Sound problems,0
Definitely not worth buying,0
WASTE,0
Not good,0
Average product,0
Boat headset with mic,0
Simply waste valid only for 3 months Bad tooo tooo bad,0
Right speaker stopped working,0
Not so good Average,0
One of the poorest headphone design I have ever had,0
Good and Convenient,0
Poor quality earphone Bought twice through AMAZON,0
Did not last long as per the brand,0
Average,0
Very bad product and services,0
Interior quality never buy,0
The product starts not working within few days,0
Headphone is not up to the mark,0
Use of warrenty,0
Very bad,0
No bass,0
Mic stopped working after 2 months of use,0
Service is very poor,0
Worst earphones,0
Poor Sound Quality and Waste of Money,0
Experience poor service and quality,0
Quality problem,0
Not a suitable product name No bass in that Headset,0
Disappointed with Amazon,0
Not working,0
Stopped working in about 1 or 2 months,0
Do not buy this,0
Not working after 2 months also service center not responding,0
Read this before buying,0
Not so happy,0
Plz do not buy customers,0
Hopeless sound quality extremely disappointed,0
Do not Buy Stopped working after 2 months,0
Not working Defective product,0
Ok ok,0
Ok but bass quality is something low,0
WANT A REPLACEMENT,0
Worst product,0
Poor quality,0
Bad quality ear phones not working within 4 months,0
Damaged product but i still believe in BOAT Returned,0
Not working,0
Worst buy,0
not the best one,0
Worst product,0
Not good but not bad,0
Bad sound and built quality,0
Iam sad,0
Damaged product,0
Stopped working in just 3 month,0
Damaged,0
Worst product,0
Damaged item,0
so so,0
Bass prblm,0
Do not buy it,0
Not impressive,0
Worst purchase,0
Average quality earphones,0
Made in China,0
Not worth,0
Not worth,0
Poor quality,0
I want to exchange as product is not working,0
Very bad,0
Stopped working in 3 months,0
Do not buy this,0
Bad,0
Waste of money,0
Bass is low,0
Not satisfied,0
Poor quality product,0
good not great,0
Defected item,0
Hms,0
Worst product,0
Not worthy,0
Not so good,0
Vastage money,0
pin broke after 2 months of usage only,0
Sound disturbance,0
Sound quality will get worse after few months,0
Quality of earphone so low,0
not buy,0
Not worthy,0
Bad Buy,0
Bad product bad quality of sound,0
I buy this product its working over 6 month only,0
Not Satisfied,0
Got spoilt in 3 months mic stopped working,0
damaged product received,0
Not working within 1 5 months,0
Damage earphones had came to me,0
Simply waste of money,0
Bad quality gets faulty after a months time,0
Do not like material quality,0
Bed quality,0
cheap and plasticy headphones will conk off anytime Not even worth 50 bucks,0
Cheap material,0
Fake product,0
Poor quality earphones,0
Not good,0
Stopped working too quickly,0
Product durability is bad,0
Mic issue,0
Loss audio,0
Very uncomfortable design old design was good but new one is just a pain for the ears,0
Falsehood,0
Do not buy,0
Broke,0
Over noise,0
Bad product Bad sound quality Do not buy,0
waste of money sound quality is way too poor,0
It makes an Annoying noise,0
Bqd,0
UNLUCKY EARPHONE STOPS FUNCTIONING,0
Not so good,0
Not good fit,0
Low quality product,0
Poor quality,0
Not bad,0
Defective after 4 months,0
It is delicate Baby,0
Improper deal,0
Very poor earphone It stopped working exactly after 6 months from purchase Pls do not buy it,0
Buy if you want to waste your money,0
Not working aftr 6 months,0
Bad quality,0
Worst Company Ever,0
no batter qulaity,0
Poor sound quality,0
Poor bass,0
NOT A QUALITY PRODUCT,0
Do not know what to tell,0
Best earphones,0
Left plug no voice,0
Not that great,0
Ok ok product,0
Not as expected,0
Worst build quality,0
Very poor sound and wire quality,0
button is not working,0
Poor uncomfortable,0
Not good,0
Waste product,0
Stopped working after a week,0
Worst earphones,0
This is the my best of choice but this product damage,0
Sharp edges hurt the ear,0
Want To return it rn,0
It is not comfortable along with quality issues,0
Not connecting to all mobile and unclear voice,0
Not worth Stopped working in 15 days,0
Headset stoped working,0
Worst earphone and bad quality base try Mi rather than this,0
Buy one if you hate your ears,0
Disappointed,0
Quality not good,0
Failure product not working within 3 weeks of buying,0
Worked fine for 1 month,0
Poor product,0
Ok so so product,0
Warranty does not Works,0
Not working,0
Nice,0
Not worth it,0
Microphone not suitable for pubg game,0
Choice is your,0
Stop working in 2 months,0
Bad quality,0
Works only for 3 months,0
Not that much good,0
Not as Expected,0
Worst life time,0
Replaced with an other one got damaged in a couple of months again Pathetic durability,0
Not good,0
Worst product,0
Worst product,0
Lasted only for 3 months,0
Bad quality,0
costly,0
Wanted,0
Very bad,0
Stopped working in 4 months,0
Jack point gone loose not broke One earpiece sound not come,0
Not recommended,0
Its not the same quality,0
Only good to use it for calls,0
Worst products,0
Sound quality,0
Fake boat product,0
Mic not good,0
Dissatisfaction,0
Not working after 20 days,0
Disappointing sound,0
Earphone stopped working,0
worst,0
Waste of money,0
Sound not that great,0
Within 10 days facing jack issue worst product,0
Not as expected,0
quite good but not as i think when i taught to buy this,0
Does not work longer than 2 months,0
Normal earphones not bass heads,0
Worse waste of money,0
Quality issue,0
Damaged,0
Do not Buy waste of money go for any best quality product by reviewing reviews,0
Do not buy it just go for another one,0
Fair,0
Product will fail within 2 months,0
Bad build quality Not worth buying Not good bass,0
Average daily driver,0
Do not Buy,0
Almost every product of Boat is crap,0
SOUNDS LOW AND WEAK,0
Not working after 6 months,0
Bad product,0
Worst product,0
Breach of trust,0
Worst product,0
Change my earphones,0
Bad CRM,0
Not advisable,0
Fake product received Does not work,0
Jack has trouble driving signals to both ear piece after using for 9months,0
Not good,0
Do Not buy this earphone,0
Not recommended,0
Not good as expected,0
Poor mic quality,0
Good to buy if looking to use for 6 8 months only otherwise do not buy,0
Waste,0
Volume changes automatically,0
Lasts only 6 months,0
Worst quality,0
Works only 6 month,0
Not worth,0
Found broken,0
Good product,0
It is a basic earphone For Music Lovers this is not good one,0
Average,0
TOTAL WASTAGE OF MONEY 0 STAR product,0
Sound is not good and microphone,0
Not working properly after a month,0
Static noise,0
Not working,0
Boycott China,0
Do not buy,0
Replacement,0
Delicate,0
Bad if you want to use it on your desktop or laptop,0
Dissappointed Just worked for 2 months,0
Not upto the mark,0
Not worthy,0
He is damaged no sound,0
Look for another earphones,0
Very poor volume,0
Best earphones with notice cancellation and best bass,0
Mic problem,0
waste product,0
Worst product ever do not buy anyone,0
Sound not clear,0
Worst product,0
Lost out on quality,0
Disappointed,0
durability,0
Mic not working,0
Waste of money,0
Bad quality,0
Not good,0
Perfect blend of third class warranty service along with poor product quality,0
Worst quality,0
Both side sounds stopped working,0
One of the worst earplug I M sick of it,0
Worst Product Quality,0
Exchange the item,0
Bad experience,0
problematic,0
Not comfertable,0
Served for only 2 months,0
Quality not good,0
Are they good,0
Worst Quality Please Avoid,0
Wrost product,0
Fake product,0
1 Side stopped working in few days,0
Bad experience,0
Never buy,0
Over view,0
how does the warranty work,0
Not satisfied,0
Sound is good,0
Costly,0
Its folty pice,0
Very bad,0
Not working after 3 months,0
Do not buy it if you want this for long term purpose,0
Waste product,0
Extremely poor build quality but good sound,0
Worthless,0
Do not buy this,0
My thoughts regarding this boAt earphone,0
Sound Quality not Adequate,0
Only one of the two ear phones not functioning,0
400 rs ki tatti,0
Very bad product not work proper refund my money,0
Not satisfied,0
Default in headset,0
Earphone not working,0
low quality unreliable earphones,0
Average headphones,0
Stopped working after 2 months of Use,0
Waste,0
no bass less volume,0
Very bad connectivity,0
Average product,0
It stooped working within 3 months,0
Very poor after sales service,0
Not worth,0
Electronic headphones with dripping water,0
Stopped working in 3 months,0
Nothing,0
WORST,0
Good Product but Worst after sale service,0
Not meet expectations Not recommended,0
Bad quality,0
Bad quality sound,0
Does not work properly,0
Left right sound balance deteriorates with time,0
Uncomfortable,0
Disappointed,0
Need replacement,0
Not worth the money,0
I got scammed,0
I think the headphones is not worth of money,0
Reviews,0
Mic does not work after 7 months of the usage,0
Not so good,0
Low quality low voice,0
Not suitable to use for calling,0
Do not buy such products in sale price They provide you defective products in a sale,0
Avoid being scammed by the discount,0
Looks like cheap chinese plastic earphones,0
They are flimsy not recommended,0
Not durable long lasting,0
Its total fake product,0
Quality issue,0
Review,0
Not durable,0
bass is low,0
Please replace,0
Low quality,0
Poor quality bad experience,0
Mic not working,0
Sound quality poor,0
Worked only for 2 months,0
Not good at all,0
Not good bass sound,0
It is not working,0
Waste of Money,0
Do not buy,0
Not worth,0
Worst product,0
Got damaged only after 8 9 month of usage,0
Okay,0
Not worth Worked only for 8 months,0
Do not buy very Very bad product,0
Poor built quality,0
Do not buy this cheap quality product,0
Bad,0
Not upto mark,0
Do not buy,0
Is it replaceable,0
Defective product,0
Warranty required to replace the boat ear phone,0
Too hard for ears,0
Short life span,0
Did not work for more than 1month,0
i expect more than good quality item from you,0
Product is good but not durable,0
Unable to hear from left side,0
Worst seller,0
Do Not Buy this,0
Average,0
No bass found,0
Duplicate,0
Do not buy it,0
Bad quality,0
Bed sound quality and durability,0
Bad quality,0
The Name should be boat bassheads 100 Tangled wired earphones with mic,0
Do not buy,0
Waste of money,0
Quality,0
Waste of money,0
Worst,0
Worst Automatic volume and play option are selecting,0
Never ever buy them,0
Nice sound,0
No pricey not good quality nsound isse qccha sound 100 rs wale mei ata h,0
One side is not working Please replace as its under warranty,0
Do Not buy it for PUBG,0
Not worth,0
Bad quality,0
Does not have the needed quality Waste of money,0
1 ear phone is not working,0
Disappointed,0
Button not work,0
Not durable,0
One side of the earphones stopped working,0
Average quality,0
Does not have a good grip on my ears Feels like my ears are blocked,0
One side of earphone did not work,0
Fit in mobile and laptop,0
Not recommended,0
Not good enough,0
No hand free calls,0
Defective piece,0
Useless product,0
As price it is not appropriate,0
left side piece stopped working,0
Boat headphones,0
Cannot use it for long time,0
Nice,0
Cheap product,0
Non Durable,0
Sound is not good,0
not good,0
The low cost is a compensation for bad quality,0
Very bad as it stops working within 10 days of my purchase,0
Bad quality,0
Nothing great the fit is not good,0
Damaged product,0
Badass,0
Sound should be much better,0
Amount loos to,0
Bad,0
there is no bass and there is no noice canellation,0
Very very bad sound quality,0
Just ok,0
Bakwas do not waste money,0
Disappointed,0
Stopped working,0
I will not recommend to buy this one,0
Worst boat service,0
Not So much great,0
worst product,0
Not good product quality,0
Just pathetic,0
Sunpar,0
Waste of money,0
Mic quality poor,0
Not good product,0
Mic is not working properly,0
Do not Buy,0
Ok,0
Worst,0
Mike spoilt in 2 months,0
Bad,0
NO value for money,0
Five months and it stopped working,0
Very bad,0
Waste of money,0
Not working,0
Faulty product,0
3rd Class Seller,0
No replacement,0
One side of the earphone not working,0
Disappointed,0
Worst quality stopped working in 1month,0
Worst headphones,0
Do not buy design in not good mic problem,0
Worst Microphone,0
just ok ok,0
Lose of money bad product,0
Fake product,0
Low standard product,0
Normal,0
Earphone wires,0
Missing warranty apply option,0
Only for few months,0
Not satisfied,0
Mic doesnot work properly,0
Ohhh ye,0
It is dead,0
Not upto mark,0
Not good,0
Waste of money,0
Ear phones stopped working,0
The product went bad within 3 months,0
Got broken,0
Poor quality,0
Bad quality,0
Sound quality,0
Very less life of headphone,0
I want other brand earphone for this replacement,0
Worst Product,0
Just worked for 2 month 20 days life span failed Boat brand name,0
not good,0
not durable,0
Do not be fooled YOU purchase a Garbage in form of boat earphones,0
One month product,0
Nice but for a month,0
Stopped working after 6 months,0
REALLY WORST,0
Low durability,0
Value of money,0
Issue with sound,0
Do not buy this Please,0
Bad quality very vire soldring,0
Waste of money,0
Do not Buy,0
Bass,0
Boat bass,0
Waste of money,0
Built quality cheap,0
Worst thing,0
Average,0
Waste,0
Mic stopped working just in 4 months,0
Not so great,0
It is not good product gone after 10months,0
Poor quality,0
One side of the earphones stopped worked,0
NOT AT ALL WORTHY,0
Not working after 4 months,0
Sound quality is very avarage,0
Boat earphone,0
Stopped working after 2 5 months,0
Material is poor,0
Sound Quality not good,0
Not good at all,0
Poor quality and bass,0
Unsatisfied,0
Damaged product received,0
It is not a good one but still it is ok,0
Waste of money,0
Please do not buy very poor quality product,0
Not working,0
Not comfortable with ears,0
Sound leak 60 vol no privacy,0
Go for Mi earphones at the same price,0
Bad service,0
Crap product and worse customer service,0
Please do not waste your money,0
Bad quality headphone,0
Below average product,0
Fake product received,0
Not worth,0
Bad,0
Not worth,0
It is good only 6 months,0
Really bad headphones Will keep disconnecting and sound really bad,0
Does not fit to ears properly,0
Damaged earphones,0
not bad,0
Fake,0
Works only for 4 to 5 months,0
How to claim warranty,0
Not worth of money,0
Waste,0
Not meet my expecting,0
Stopped working in 2 months,0
Crappy product,0
Not upto the mark,0
Worst product,0
Fake warranty and no customer response and do not waste time and money,0
Waste product does not deserve the cost,0
Stopped working,0
Okayish,0
Worst Earphone,0
Please resend r refund,0
I need how to replace it,0
Quality was not good as expected,0
Do not expect much,0
Poor Quality,0
Please do not buy Bought the product on 08 Jan 2021 it is not working now,0
Spend few more bucks and get a better one,0
Bass quality pathetic,0
Small,0
CHEAP QUALITY,0
Sounds like a Rs 50 headphone found in roadside shops,0
stopped working after 4 months,0
expected much more,0
Not upto the mark,0
Disappointed,0
Stopped working,0
Defective product,0
One side not working,0
I want my earphones to be delivered today,0
Faulty product,0
Quality not good,0
Bakwas,0
Faulty product electronic issues,0
Durability is very less,0
0 Bass,0
Not good quality,0
Only useful for 3 or 4 months,0
Substandard product,0
Wastage of money,0
Earpiece does not work,0
Do Not buy this try another,0
Product issue,0
Does not work after a few months,0
Not bad,0
Do not buy this buy other products instead of buying this,0
Uncomfortable for ears,0
Worst Product Ever bought,0
I Want replacement,0
Not good,0
Product not work properly at all,0
Low bass,0
Service center do not pick up calls,0
Inferior quality of company boat,0
Average product,0
Disappointed,0
Pathetic product and service center mentioned on warranty period is unprofessional,0
Non functional,0
Damaged product,0
Worst Product,0
Defect quality,0
Worst one side stopped working,0
DAMAGED,0
Fake Fake Fake,0
Life of Earphone is not good,0
Its wire is very damage,0
Regret,0
Below average,0
Worst headphone ever,0
Waste of money,0
Not to the mark,0
Good quality but it is sound is very loud,0
V bad priduct,0
Its not like as they mentioned better option is jbl,2
Never Go for a Boat Product,2
Registration number not received,2
Did any 1 brought for 279rs,2
all ok,2
Ok items,2
Under warranty,2
Expected from price,2
Good,2
Never Buy If Your Long Term User,2
NOT GOOD,2
Do not buy,2
Good product,2
Not good as expected,2
Please do not expect too much Average product,2
Satisfied,2
NOT WORTH THE PRICE Sounds just like any other local 100 200 earphones,2
Not working with phone,2
Average,2
Mic Stopped Working,2
Just ok,2
Bass is not good,2
One sided boat,2
Cost matters,2
Good but not best,2
Hurts the ears,2
Not good product as the expecting and ita price,2
3 star,2
One ear plug dead now,2
Low cost best quality in ear headset,2
Sound quality is good but not durable,2
Plz change its colour,2
In,2
Broken seal,2
It is a good product,2
Average below sound quality,2
Product s useless,2
Average,2
Look for some other option if pricing is not concern,2
I still do not know until now why it is called Basshead,2
I not recommend this,2
Good product dissatisfied with bass,2
Worth it to buy,2
Value for money,2
Sounds good cheap quality,2
Average one,2
Good product but not best,2
Replacement needed,2
Not worth,2
Worth for money,2
No,2
Not bad,2
Very average,2
Best,2
Sound quality is not as per expectation,2
It is nice looking,2
Average built quality,2
How to claim warranty,2
Value for money,2
Average quality sound,2
Okay ish,2
Good,2
Good sound,2
Good earphones and colour is cute,2
mediocre product not satisfied,2
The bass is not so comfortable,2
No BASS at all,2
Good quality but will not have bass,2
Got used product,2
GOOD FOR THIS PRICE,2
Good,2
Not value for money,2
Value for money,2
No bass,2
Good,2
Worth for money,2
better,2
Value for money,2
Good,2
check first for mic quality when you receive,2
Decent,2
Average,2
Average,2
Average product,2
Good quality,2
Hard on ear,2
GOOD PRODUCT,2
Good in low range,2
Ok,2
Satisfaction,2
Bass quality,2
My experience,2
Nyc one,2
Left ear bud was not working,2
Ok,2
How to claim warranty,2
Average product could be better,2
average,2
A shade above average,2
All good apart from build quality,2
Good,2
Average product,2
Hands free,2
Bass is not good,2
Product is delicate,2
A little dissatisfaction,2
Time pass,2
G,2
Good product,2
Good for money,2
Good product,2
worth of money,2
Bass quality not as expected,2
Quality Bad,2
Ears tearing sound,2
Average,2
Nice production,2
Average,2
Bass sucks,2
Good option The position of mic is proper,2
Poor quality,2
Okay,2
Good to hear,2
Good,2
Sound is low,2
Value for money,2
Good,2
Not for starmaker app,2
I Regret to buying this,2
Good Sound Quality but poor build quality,2
Should make better headphones,2
Fine,2
Not bad,2
Sound is Great but not the quality,2
Good but not the best in the price range,2
its ok,2
Not worth buying,2
material quality low but ok,2
Just ok,2
There is no gift inside the pack,2
Good sound,2
Average,2
Quality,2
Just ok,2
Works good upto warranty period,2
AVERAGE,2
Not good not bad,2
It was a bad project but boat replaced this it is so satisfying,2
Good product value for money,2
Do not buy it is average product,2
Its good,2
mic not up to the mark,2
Not Bad Not Good,2
Not as expected,2
Sound effects,2
Loved the sound,2
It is very important to put a holder with mic so that it can easily stuck on shirts or tshirts,2
Good,2
Bass quality not goood,2
Good sound quality but bad body strength,2
Sound is not soft,2
Not acceptable,2
Worest,2
Will not last long,2
good,2
Average Product,2
Miss leading head phones,2
Average,2
Good quality but low bass,2
Ok,2
Average Bass effect is so normal,2
Brand value and sound quality is quite good,2
Avrage quality,2
Not up to the expectation,2
Not Upto The Mark Performance,2
Incorrect item,2
Would not advise,2
Okay okay,2
overall i can say good sound but no bass,2
good,2
Okay product worth trying,2
Mic is not working,2
Value for price,2
Better,2
Gud,2
Ncy,2
good product and delivery,2
Good Quality,2
Average quality,2
Bass is average sound could be more,2
built quality is good but it not comfortable in the ear,2
Good,2
Ok typ,2
Money waste,2
Small piece cannot use for more than 5mins,2
Good,2
At this range it is good,2
But it is so nice it is good for use,2
Good One,2
Like,2
No bass,2
Ok product,2
kaam pachis hai,2
good you will get what yiu pay for,2
Quite okay,2
Handy to use,2
Cheap build quality,2
OK ok,2
Ok,2
no bass,2
Worth the cost,2
average quality,2
Very much average,2
Good quality it is value for money,2
Worth but so high,2
Sound is good,2
Function of button is not good,2
Average,2
One side not working,2
Good product,2
good one,2
NOT WORTH THE PRICE,2
Quality is not as good as shown,2
Average music quality,2
Got the product its good,2
Good,2
It is a trap,2
Not good for music lovers but very durable for daily use,2
Not as expected as per the many reviews,2
Ok,2
Average product,2
Not very durable,2
Average product,2
Nice,2
Not good audio quality,2
Good product,2
Sound quality is an issue,2
avarage,2
Nah,2
I do not like it,2
Ok product but not of boat brand name,2
HONEST REVIEW,2
Good,2
Not too good earphone,2
Average product,2
Super,2
Good product,2
It is okay,2
Loose wire,2
Very good but need to price thoda km ho,2
Does not suits for Oneplus Mobile,2
Good Product,2
Durable product with good sound quality,2
average product,2
Meets expectations,2
Disappointed,2
Okay,2
Good,2
Cheap product N okay okay one,2
Awarege product,2
Damage earphone,2
Average,2
good product,2
Not bad,2
Improve in sound quality,2
Sound is ok,2
Good product but low life span,2
Micro phone was not working,2
Decent but cheap,2
Theek thak h not good,2
Ok,2
Ok,2
Good quality,2
Needs improvement,2
Average,2
Good,2
Nyc,2
Boat jindabad,2
ok,2
Earphones,2
Its a OK product nothing great about it,2
Not like jbl,2
Do not expect more,2
Good,2
wire got broke,2
Moderate,2
Ok,2
Not up to the mark,2
Not the best,2
First time using it is good,2
1 side stopped working,2
Think before you buy,2
One side is not working anymore,2
durability,2
Acceptable,2
Good,2
Waste,2
Good,2
Worth the price but this products is not for me,2
Are quality,2
Ok product,2
Cracking sounds at normal volume,2
Quality is Cheap and not comfortable for ears,2
design,2
Not satisfied,2
Average,2
Good,2
Mi earphones good high quality and powerful bass,2
Worst durability,2
Would choose JBL over this any day,2
Value for money,2
Head phone,2
Your product is very good quality,2
Average product Not worth price,2
Buy at your Risk,2
Good quality,2
THANKS TO COVID,2
Ok,2
Connectivity issue,2
Stopped working,2
Not worthy,2
Good,2
Normal,2
At this price it is good,2
Avg sound quality,2
Fine for normal use,2
Good headset,2
Volume OKAY Quality is weak,2
Fine,2
Good,2
Satisfactory,2
Average product,2
bad quality,2
Not satisfied,2
Not Super Extra Bass,2
Not satisfied,2
Third class product,2
Boat basshead ear phones,2
Not satisfactory,2
Worst experience waste of money,2
Good in less price,2
Good,2
Nice product,2
Review after 1 month of usage,2
Good at this price point Better than it is competition,2
Decent product,2
Not bad,2
Worth the money,2
Pointed part is hurting sometimes,2
Ok ok,2
I give 3 star of 5 star,2
Average,2
Not Good not bad avarage product,2
Worst Bass except treble Do Not buy,2
Stop working,2
Bassless trouble,2
Not comfortable as it looks,2
Wire quality good,2
NO LONG LIFE,2
good,2
Bad,2
Sound is very clear and loud but low in Bass,2
Bass is not good,2
Good,2
Waste,2
Average,2
In this price range good to go product,2
sound volume is not as expected,2
Nice,2
Just average,2
Good performance but low product life,2
Best earphone,2
Not a good one,2
Bass is not working,2
Average Product under Average Price,2
Not as I expected,2
Vdbbbbbbh,2
Average to Good,2
Good with little defect,2
Not working,2
Okayish earphones,2
Good,2
Not satisfied,2
Average,2
Worth,2
Lasted only for a year,2
Ok,2
Pretty Okie,2
Ok,2
Go for mi earphones,2
Average Product,2
Ok ok product,2
Average,2
bad,2
Value for Price,2
Mediocre bass,2
Very average one,2
Ok Ok,2
Good product,2
Ok,2
Mic prblem and not fir gaming,2
Nice product,2
Nice,2
Average,2
Ear bud size bigger,2
Worst product,2
Not recommended,2
Mediocre,2
Good,2
Looks very fragile item Ok product,2
except for a return as within in 1 yr warranty,2
Quality product,2
Not useful for girls with long hair,2
Headphones review,2
Not worthy,2
Poor build quality,2
Nice,2
Average product,2
6 MONTH WONDER,2
Disturbing wire,2
Do not buy,2
Best,2
Not bad at this price,2
Not worth the money,2
Good product,2
Average Earphones,2
Your choise,2
Nice,2
Little delicate,2
Broke within 8 9 months,2
Nice,2
Quality poor then old hands free of the same brand,2
Ok kind of headsets,2
Fair product,2
Not as much satisfied,2
Not for on road use,2
Just okk,2
I hate it,2
Good sound quality,2
Mic is not working after few months of purchase,2
Ok,2
bass quality not good,2
Only bass,2
Not so good,2
YOU get what you pay for,2
Gud product,2
Nice,2
cost is high,2
Not so much satified,2
Good,2
Noise,2
Good,2
Nice,2
Product is fine,2
Bad,2
Best in price,2
Poor,2
Nice but sometimes pointed end uncomfortable,2
Good product,2
Not that great,2
Microphone not working properly,2
Defective,2
Bad build quality,2
Nice headphones in budget and but the mic quality is not good at all,2
Poor quality manufacturing,2
Good quality,2
Very Basic Phone Not for the Loud Music,2
Avarage,2
budget headphones,2
Product review and questions,2
Average sound for an audiophile,2
Value for money,2
Budgetary buy,2
Avegerage,2
Normal only but daily users no issue,2
Good one,2
Wire quality poor Sound good,2
Ok Ok,2
Not disappointing,2
Good product with affordable but after 2 months it gets worse,2
Good,2
Instead of providing a pouch it should have been a decent pair of buds,2
Boat good or bad,2
Waeast,2
DOES NOT LAST LONG MINE GOT BAD IN TWO MONTHS,2
Average quality,2
Slipes from ear,2
Best earphone in cheap price,2
Fits in ear properly sound quality good,2
Not as expected,2
Nice,2
Do not Buy,2
Poor Bass,2
Nice,2
Ok ok,2
Stopped Working in 1 Month,2
Average,2
Wastage of money,2
Better alternatives out there,2
QUITE GOOD,2
A little on costlier side,2
Sound quality not good,2
So thin wires,2
Good,2
Bass not well,2
Not good,2
The pitch rendition is awkward Everything sounds thin,2
Sound quality is good though it is not durable,2
Bass quality very less,2
Left ear audio has stopped working,2
Good for girls only,2
Microphone is not good,2
Damaged item,2
Uncomfortable,2
Mixed feeling,2
Not good also,2
Bass is little bit slow,2
Comparing it is money OK product,2
Good,2
Average,2
Worth buying,2
Very Uncomfortable Earphones,2
MI earphones are better,2
Sound not clear like expected,2
Average sound but good build,2
Just a avg product,2
SO SO,2
Buy on your own risk,2
Try something else but not this,2
Very worst i got this on November 2021,2
Ok,2
Product was Good but Amazon Experience was really Shocking Dissapointing,2
Great sound quality somewhat poor mic,2
It is just fine,2
Best,2
Average,2
Average,2
average product,2
